CIPTitle,INSTNM,Total,Pct,Denom
Curriculum and Instruction.,Loyola University Chicago,14,0.19718309859154928,71
Curriculum and Instruction.,Marian University,1,0.07142857142857142,14
Curriculum and Instruction.,McKendree University,0,0,22
Curriculum and Instruction.,Mercer University,58,0.3972602739726027,146
Curriculum and Instruction.,Michigan State University,16,0.08839779005524862,181
Curriculum and Instruction.,Mississippi State University,3,0.12,25
Curriculum and Instruction.,Montana State University,0,0,19
Curriculum and Instruction.,National Louis University,4,0.2857142857142857,14
Curriculum and Instruction.,New Mexico State University-Main Campus,4,0.03076923076923077,130
Curriculum and Instruction.,New York University,4,0.1111111111111111,36
Curriculum and Instruction.,North Carolina State University at Raleigh,9,0.1232876712328767,73
Curriculum and Instruction.,Northern Arizona University,1,0.02,50
Curriculum and Instruction.,Northern Illinois University,3,0.02459016393442623,122
Curriculum and Instruction.,Ohio University-Main Campus,1,0.029411764705882353,34
Curriculum and Instruction.,Pennsylvania State University-Main Campus,5,0.03546099290780142,141
Curriculum and Instruction.,Pontifical Catholic University of Puerto Rico-Ponce,0,0,81
Curriculum and Instruction.,Portland State University,2,0.03389830508474576,59
Curriculum and Instruction.,Robert Morris University,8,0.07339449541284404,109
Curriculum and Instruction.,Saint Louis University,3,0.04918032786885246,61
Curriculum and Instruction.,San Diego State University,0,0,8
Curriculum and Instruction.,Southern Illinois University-Carbondale,3,0.0375,80
Curriculum and Instruction.,St John's University-New York,27,0.17419354838709677,155
Curriculum and Instruction.,SUNY at Albany,0,0,38
Curriculum and Instruction.,Syracuse University,1,0.045454545454545456,22
Curriculum and Instruction.,Teachers College at Columbia University,8,0.08163265306122448,98
Curriculum and Instruction.,Tennessee State University,26,0.40625,64
Curriculum and Instruction.,Tennessee Technological University,3,0.06521739130434782,46
Curriculum and Instruction.,Texas A & M University-College Station,56,0.23140495867768596,242
Curriculum and Instruction.,Texas A & M University-Corpus Christi,2,0.037037037037037035,54
Curriculum and Instruction.,Texas Christian University,1,0.25,4
Curriculum and Instruction.,Texas Southern University,31,0.96875,32
Curriculum and Instruction.,Texas Southmost College,0,0,20
Curriculum and Instruction.,Texas Tech University,5,0.03676470588235294,136
Curriculum and Instruction.,Texas Wesleyan University,4,0.15384615384615385,26
Curriculum and Instruction.,The University of Montana,0,0,20
Curriculum and Instruction.,The University of Texas at Austin,16,0.1032258064516129,155
Curriculum and Instruction.,The University of Texas at El Paso,2,0.05555555555555555,36
Curriculum and Instruction.,The University of Texas at San Antonio,1,0.02857142857142857,35
Curriculum and Instruction.,The University of Texas Rio Grande Valley,0,0,9
Curriculum and Instruction.,The University of West Florida,22,0.14965986394557823,147
Curriculum and Instruction.,Union University,9,0.23076923076923078,39
Curriculum and Instruction.,University at Buffalo,1,0.025,40
Curriculum and Instruction.,University of Arkansas,2,0.03508771929824561,57
Curriculum and Instruction.,University of Cincinnati-Main Campus,1,0.034482758620689655,29
Curriculum and Instruction.,University of Colorado Boulder,0,0,32
Curriculum and Instruction.,University of Connecticut,0,0,29
Curriculum and Instruction.,University of Denver,4,0.047619047619047616,84
Curriculum and Instruction.,University of Florida,5,0.07462686567164178,67
Curriculum and Instruction.,University of Houston,25,0.15625,160
Curriculum and Instruction.,University of Illinois at Chicago,10,0.10416666666666667,96
Curriculum and Instruction.,University of Illinois at Urbana-Champaign,6,0.08108108108108109,74
Curriculum and Instruction.,University of Iowa,0,0,9
Curriculum and Instruction.,University of Kansas,4,0.03508771929824561,114
Curriculum and Instruction.,University of Louisiana at Monroe,9,0.24324324324324326,37
Curriculum and Instruction.,University of Louisville,7,0.125,56
Curriculum and Instruction.,University of Maryland-College Park,18,0.1232876712328767,146
Curriculum and Instruction.,University of Memphis,35,0.32407407407407407,108
Curriculum and Instruction.,University of Minnesota-Twin Cities,15,0.06976744186046512,215
Curriculum and Instruction.,University of Missouri-Columbia,3,0.01935483870967742,155
Curriculum and Instruction.,University of Nevada-Las Vegas,6,0.10909090909090909,55
Curriculum and Instruction.,University of Nevada-Reno,1,0.041666666666666664,24
Curriculum and Instruction.,University of New Mexico-Main Campus,1,0.08333333333333333,12
Curriculum and Instruction.,University of New Orleans,2,0.10526315789473684,19
Curriculum and Instruction.,University of North Carolina at Chapel Hill,6,0.3,20
Curriculum and Instruction.,University of North Carolina at Charlotte,29,0.32222222222222224,90
Curriculum and Instruction.,University of North Carolina at Greensboro,31,0.2440944881889764,127
Curriculum and Instruction.,University of North Texas,9,0.1232876712328767,73
Curriculum and Instruction.,University of Pennsylvania,2,0.06666666666666667,30
Curriculum and Instruction.,University of Phoenix-Arizona,77,0.2673611111111111,288
Curriculum and Instruction.,University of Puerto Rico-Rio Piedras,0,0,94
Curriculum and Instruction.,University of Rochester,0,0,35
Curriculum and Instruction.,University of San Diego,1,0.08333333333333333,12
Curriculum and Instruction.,University of San Francisco,7,0.11475409836065574,61
Curriculum and Instruction.,University of South Carolina-Columbia,26,0.22033898305084745,118
Curriculum and Instruction.,University of South Dakota,1,0.02127659574468085,47
Curriculum and Instruction.,University of South Florida-Main Campus,34,0.09550561797752809,356
Curriculum and Instruction.,University of St Thomas,3,0.42857142857142855,7
Curriculum and Instruction.,University of the Pacific,1,0.03125,32
Curriculum and Instruction.,University of Toledo,3,0.04918032786885246,61
Curriculum and Instruction.,University of Virginia-Main Campus,1,0.03225806451612903,31
Curriculum and Instruction.,University of Washington-Seattle Campus,6,0.07407407407407407,81
Curriculum and Instruction.,University of Wisconsin-Madison,11,0.047619047619047616,231
Curriculum and Instruction.,University of Wyoming,1,0.125,8
Curriculum and Instruction.,Utah State University,0,0,112
Curriculum and Instruction.,Valdosta State University,9,0.15,60
Curriculum and Instruction.,Virginia Polytechnic Institute and State University,10,0.06060606060606061,165
Curriculum and Instruction.,Wayne State University,25,0.3472222222222222,72
Curriculum and Instruction.,NA,65,0.2850877192982456,228
Dairy Science.,South Dakota State University,0,0,2
Dairy Science.,University of Wisconsin-Madison,0,0,36
"Dance, General.",New York University,0,0,1
"Dance, General.",Ohio State University-Main Campus,0,0,8
"Dance, General.",Temple University,3,0.16666666666666666,18
"Dance, General.",Texas Woman's University,2,0.07692307692307693,26
"Dance, Other.",University of California-Riverside,1,0.03333333333333333,30
Demography and Population Studies.,Princeton University,0,0,8
Demography and Population Studies.,The University of Texas at San Antonio,2,0.043478260869565216,46
Demography and Population Studies.,University of California-Berkeley,0,0,15
Demography and Population Studies.,University of Pennsylvania,3,0.06,50
"Dental Clinical Sciences, General.",Harvard University,1,0.02857142857142857,35
"Dental Clinical Sciences, General.",Indiana University-Purdue University-Indianapolis,0,0,17
"Dental Clinical Sciences, General.",Ohio State University-Main Campus,0,0,13
"Dental Clinical Sciences, General.",University of California-Los Angeles,0,0,2
"Dental Clinical Sciences, General.","University of Maryland, Baltimore",0,0,7
"Dental Clinical Sciences, General.",University of Minnesota-Twin Cities,0,0,14
"Dental Clinical Sciences, General.",University of North Carolina at Chapel Hill,0,0,23
Dental Public Health and Education.,Boston University,0,0,18
Dentistry.,University of Pennsylvania,1,0.16666666666666666,6
"Design and Applied Arts, Other.",Auburn University,1,0.14285714285714285,7
"Design and Applied Arts, Other.",Illinois Institute of Technology,0,0,4
"Design and Applied Arts, Other.",University of Minnesota-Twin Cities,1,0.02631578947368421,38
"Design and Visual Communications, General.",Carnegie Mellon University,1,0.125,8
"Design and Visual Communications, General.",University of Baltimore,2,0.14285714285714285,14
Development Economics and International Development.,Columbia University in the City of New York,0,0,15
Development Economics and International Development.,New Mexico State University-Main Campus,2,0.06896551724137931,29
Development Economics and International Development.,Southern New Hampshire University,0,0,12
Development Economics and International Development.,Tulane University of Louisiana,2,0.1,20
Development Economics and International Development.,University of California-San Diego,0,0,2
Development Economics and International Development.,University of Southern Mississippi,3,0.08333333333333333,36
Development Economics and International Development.,University of Wisconsin-Madison,3,0.1875,16
Developmental and Child Psychology.,Boston College,1,0.03571428571428571,28
Developmental and Child Psychology.,Capella University,0,0,2
Developmental and Child Psychology.,Columbia University in the City of New York,0,0,17
Developmental and Child Psychology.,Cornell University,0,0,41
Developmental and Child Psychology.,CUNY Graduate School and University Center,3,0.05084745762711865,59
Developmental and Child Psychology.,Fordham University,5,0.1282051282051282,39
Developmental and Child Psychology.,Loyola University Chicago,3,0.10344827586206896,29
Developmental and Child Psychology.,New York University,0,0,15
Developmental and Child Psychology.,North Dakota State University-Main Campus,0,0,4
Developmental and Child Psychology.,Teachers College at Columbia University,1,0.05555555555555555,18
Developmental and Child Psychology.,University of Connecticut,0,0,14
Developmental and Child Psychology.,University of Houston,0,0,17
Developmental and Child Psychology.,University of Maryland-Baltimore County,0,0,26
Developmental and Child Psychology.,University of Massachusetts-Boston,0,0,6
Developmental and Child Psychology.,University of Minnesota-Twin Cities,1,0.015384615384615385,65
Developmental and Child Psychology.,University of Pennsylvania,1,0.2,5
Developmental and Child Psychology.,University of Rochester,1,0.25,4
Developmental and Child Psychology.,Yeshiva University,1,0.2,5
Developmental Biology and Embryology.,Baylor College of Medicine,0,0,58
Developmental Biology and Embryology.,California Institute of Technology,0,0,5
Developmental Biology and Embryology.,Harvard University,0,0,14
Developmental Biology and Embryology.,Stanford University,1,0.029411764705882353,34
Developmental Biology and Embryology.,The University of Texas Health Science Center at Houston,1,0.017543859649122806,57
Developmental Biology and Embryology.,University of California-San Francisco,0,0,12
Developmental Biology and Embryology.,University of Chicago,0,0,20
Developmental Biology and Embryology.,University of Cincinnati-Main Campus,0,0,63
